,area_type,availability,location,total_sqft,bath,balcony,price,bhk
10920,Super built-up  Area,0,Electronic City,1128.0,2.0,1.0,64.8,2
10921,Super built-up  Area,1,other,2000.0,3.0,2.0,85.0,3
10922,Built-up  Area,0,Electronic City,1220.0,2.0,1.0,35.25,3
10923,Super built-up  Area,0,other,509.0,1.0,1.0,20.0,1
10924,Super built-up  Area,1,Ambedkar Nagar,1852.0,4.0,2.0,122.0,3
10925,Super built-up  Area,0,Varthur,1045.0,2.0,1.0,40.65,2
10926,Super built-up  Area,1,other,3535.0,4.0,2.0,215.0,4
10927,Super built-up  Area,1,Marathahalli,1102.0,2.0,2.0,53.67,2
10928,Super built-up  Area,1,other,1800.0,3.0,2.0,82.0,4
10929,Super built-up  Area,1,Hebbal Kempapura,1436.0,2.0,2.0,75.0,3
10930,Super built-up  Area,1,other,1397.0,2.0,2.0,52.0,3
10931,Super built-up  Area,1,Kothanur,1140.0,2.0,2.0,56.0,2
10932,Super built-up  Area,0,Balagere,645.0,1.0,1.0,55.0,1
10935,Carpet  Area,1,other,2050.0,3.0,2.0,135.0,3
10936,Super built-up  Area,1,Sarjapur  Road,1335.0,2.0,1.0,95.0,2
10937,Plot  Area,1,other,2100.0,1.0,1.0,200.0,2
10938,Super built-up  Area,0,Hebbal,1255.0,3.0,2.0,77.68,3
10939,Super built-up  Area,1,Thanisandra,1140.0,2.0,1.0,59.0,2
10940,Super built-up  Area,1,Hosakerehalli,2376.0,3.0,1.0,240.0,3
10941,Super built-up  Area,0,Thanisandra,663.0,1.0,1.0,46.0,1
10943,Super built-up  Area,1,Kanakpura Road,1450.0,3.0,3.0,60.9,3
10944,Super built-up  Area,1,Kodichikkanahalli,1400.0,3.0,3.0,66.0,3
10945,Super built-up  Area,0,other,1339.0,2.0,1.0,53.56,2
10946,Built-up  Area,0,Electronic City,1220.0,2.0,1.0,35.23,3
10948,Built-up  Area,1,other,1305.0,2.0,2.0,52.0,2
10949,Built-up  Area,1,Green Glen Layout,1740.0,3.0,3.0,80.0,3
10950,Super built-up  Area,1,Anekal,680.0,1.0,1.0,21.0,2
10951,Super built-up  Area,1,Bannerghatta Road,1154.0,2.0,2.0,47.0,2
10952,Built-up  Area,1,Munnekollal,1200.0,2.0,2.0,40.0,2
10953,Super built-up  Area,1,Hennur,1155.0,2.0,2.0,54.5,2
10954,Super built-up  Area,1,Sarjapur  Road,1525.0,2.0,3.0,63.0,3
10956,Super built-up  Area,0,Hebbal,2470.0,5.0,2.0,192.0,4
10957,Super built-up  Area,1,Padmanabhanagar,1100.0,2.0,1.0,60.0,2
10958,Super built-up  Area,1,Hormavu,1250.0,2.0,2.0,65.0,2
10959,Super built-up  Area,1,Kothanur,1400.0,2.0,1.0,70.0,2
10960,Super built-up  Area,1,other,1600.0,3.0,2.0,100.0,3
10961,Built-up  Area,1,Electronic City,1060.0,2.0,1.0,55.0,2
10962,Super built-up  Area,1,Horamavu Banaswadi,1272.0,2.0,2.0,50.0,2
10963,Super built-up  Area,0,Kanakpura Road,1296.0,2.0,2.0,105.0,2
10965,Super built-up  Area,1,Karuna Nagar,1945.0,3.0,3.0,115.0,3
10966,Super built-up  Area,0,Chandapura,1033.0,2.0,2.0,30.47,3
10967,Super built-up  Area,1,other,2300.0,2.0,2.0,69.0,3
10968,Super built-up  Area,0,other,1235.0,2.0,2.0,52.76,2
10970,Super built-up  Area,1,other,850.0,2.0,1.0,42.5,2
10971,Super built-up  Area,1,Subramanyapura,1880.0,3.0,2.0,110.0,3
10973,Super built-up  Area,1,Kenchenahalli,1060.0,2.0,2.0,52.0,2
10974,Super built-up  Area,1,Hennur Road,2041.0,3.0,3.0,138.0,3
10976,Super built-up  Area,1,Vasanthapura,1037.0,2.0,1.0,36.28,2
10977,Built-up  Area,0,other,1150.0,2.0,1.0,39.0,2
10978,Super built-up  Area,1,LB Shastri Nagar,1184.0,2.0,1.0,62.0,2
10979,Built-up  Area,1,Sarjapur  Road,1680.0,3.0,2.0,126.0,3
10980,Super built-up  Area,0,Thanisandra,1411.0,3.0,2.0,100.0,3
10982,Super built-up  Area,0,Kanakpura Road,900.0,2.0,2.0,41.0,2
10983,Built-up  Area,1,other,3500.0,4.0,3.0,320.0,4
10984,Super built-up  Area,1,Thanisandra,1702.0,3.0,2.0,120.0,3
10985,Super built-up  Area,1,Yelahanka,1185.0,2.0,2.0,45.0,2
10986,Super built-up  Area,0,Kanakpura Road,1300.0,3.0,1.0,64.0,3
10987,Super built-up  Area,1,other,1545.0,3.0,2.0,65.0,3
10988,Super built-up  Area,1,6th Phase JP Nagar,1515.0,2.0,2.0,135.0,3
10989,Super built-up  Area,1,Jigani,1300.0,3.0,3.0,55.0,3
10990,Super built-up  Area,1,JP Nagar,1107.0,2.0,1.0,57.0,2
10991,Super built-up  Area,1,Old Madras Road,1720.0,3.0,2.0,106.0,3
10992,Super built-up  Area,1,other,1540.0,3.0,2.0,150.0,3
10993,Super built-up  Area,1,Bannerghatta Road,1000.0,2.0,1.0,44.5,2
10994,Super built-up  Area,0,Electronic City,710.0,1.0,1.0,40.42,1
10995,Super built-up  Area,1,Thanisandra,1100.0,2.0,1.0,38.0,2
10996,Built-up  Area,1,other,3200.0,4.0,0.0,270.0,4
10998,Built-up  Area,1,Bannerghatta Road,1250.0,2.0,0.0,48.0,2
10999,Built-up  Area,1,Kaggadasapura,2400.0,4.0,3.0,130.0,5
11000,Super built-up  Area,1,Hegde Nagar,1584.01,3.0,1.0,104.0,3
11002,Plot  Area,1,Kammasandra,1200.0,6.0,3.0,60.0,4
11003,Super built-up  Area,1,Kaggadasapura,1485.0,2.0,2.0,70.0,3
11004,Built-up  Area,1,Hennur Road,1100.0,2.0,1.0,78.0,3
11005,Super built-up  Area,0,8th Phase JP Nagar,1245.0,2.0,1.0,59.0,2
11006,Built-up  Area,0,Hennur Road,1880.0,4.0,0.0,154.0,4
11008,Built-up  Area,0,other,1050.0,2.0,2.0,45.0,2
11010,Super built-up  Area,0,Bannerghatta Road,1640.0,3.0,2.0,105.0,3
11011,Super built-up  Area,1,other,1165.0,2.0,1.0,65.0,2
11012,Built-up  Area,1,Kengeri Satellite Town,1110.0,2.0,1.0,43.0,2
11015,Built-up  Area,1,Uttarahalli,4500.0,4.0,0.0,150.0,4
11017,Super built-up  Area,1,Haralur Road,1300.0,2.0,2.0,75.0,2
11018,Plot  Area,1,other,1200.0,1.0,0.0,42.0,2
11020,Super built-up  Area,0,Hennur Road,1232.0,2.0,1.0,69.61,2
11021,Super built-up  Area,1,Jalahalli,1704.0,3.0,2.0,94.36,3
11022,Built-up  Area,1,7th Phase JP Nagar,1275.0,2.0,2.0,88.0,3
11023,Super built-up  Area,1,Sarjapur  Road,1222.0,2.0,1.0,68.0,3
11024,Super built-up  Area,1,Varthur,1155.0,2.0,2.0,39.0,2
11025,Super built-up  Area,0,Electronic City,1000.0,2.0,1.0,29.95,2
11026,Super built-up  Area,1,Horamavu Banaswadi,1200.0,2.0,1.0,45.0,2
11027,Super built-up  Area,0,Yelahanka,1517.0,3.0,2.0,71.28,3
11028,Super built-up  Area,0,Horamavu Agara,1166.0,2.0,1.0,37.29,2
11029,Built-up  Area,1,Electronic City,870.0,2.0,2.0,24.0,2
11030,Super built-up  Area,1,5th Phase JP Nagar,4000.0,5.0,2.0,170.0,5
11032,Super built-up  Area,1,Yelahanka,3019.0,6.0,2.0,190.0,4
11033,Super built-up  Area,1,Whitefield,1345.0,3.0,1.0,58.0,3
11034,Plot  Area,1,Dommasandra,900.0,3.0,1.0,75.0,3
11035,Super built-up  Area,1,EPIP Zone,3800.0,5.0,2.0,170.0,4
11036,Super built-up  Area,1,Chandapura,971.0,2.0,2.0,38.0,3
11037,Super built-up  Area,1,Hennur,1255.0,2.0,1.0,52.32,2
11038,Built-up  Area,1,EPIP Zone,1810.0,2.0,2.0,65.0,2
11039,Built-up  Area,1,other,1300.0,2.0,1.0,58.0,2
11040,Super built-up  Area,1,Thanisandra,1185.0,2.0,2.0,45.0,2
11041,Super built-up  Area,1,Pattandur Agrahara,1350.0,2.0,3.0,68.0,2
11042,Super built-up  Area,0,Budigere,1590.0,3.0,0.0,76.16,3
11043,Super built-up  Area,1,Thyagaraja Nagar,3000.0,6.0,3.0,180.0,7
11044,Plot  Area,1,Brookefield,1560.0,3.0,2.0,149.0,4
11045,Super built-up  Area,1,Somasundara Palya,1650.0,3.0,2.0,126.0,3
11046,Super built-up  Area,1,other,1645.0,3.0,2.0,87.0,3
11047,Super built-up  Area,1,Hennur Road,1748.0,3.0,2.0,103.0,3
11048,Plot  Area,0,Channasandra,1200.0,3.0,1.0,67.77,3
11049,Built-up  Area,1,Kengeri Satellite Town,1170.0,2.0,3.0,50.0,2
11050,Built-up  Area,1,Sarjapur  Road,3420.0,4.0,2.0,225.0,4
11051,Built-up  Area,1,Hulimavu,1320.0,2.0,2.0,65.0,3
11052,Super built-up  Area,0,Bhoganhalli,1610.0,3.0,2.0,84.53,3
11053,Super built-up  Area,1,Frazer Town,1870.0,3.0,3.0,180.0,3
11054,Super built-up  Area,1,Sarjapur  Road,1510.0,2.0,1.0,110.0,3
11055,Built-up  Area,1,other,2700.0,7.0,3.0,110.0,6
11056,Super built-up  Area,1,other,1305.0,2.0,1.0,45.68,3
11057,Super built-up  Area,1,Mahadevpura,1500.0,2.0,1.0,70.0,3
11059,Built-up  Area,1,Thanisandra,1948.0,4.0,2.0,129.0,4
11060,Plot  Area,1,Margondanahalli,1448.0,3.0,1.0,70.0,3
11061,Super built-up  Area,1,Sarjapur  Road,1242.0,2.0,1.0,78.0,2
11062,Super built-up  Area,1,Sonnenahalli,1268.0,2.0,1.0,58.0,2
11063,Super built-up  Area,1,Ramamurthy Nagar,1101.0,2.0,1.0,50.0,2
11064,Super built-up  Area,1,other,1255.0,2.0,3.0,65.0,2
11065,Super built-up  Area,1,Gunjur,1362.0,3.0,1.0,62.63,3
11067,Super built-up  Area,0,Hosa Road,1089.0,2.0,1.0,32.67,2
11069,Super built-up  Area,1,Uttarahalli,1345.0,2.0,1.0,57.0,3
11070,Plot  Area,1,Thanisandra,3600.0,9.0,3.0,125.0,8
11071,Plot  Area,1,other,1650.0,2.0,1.0,140.0,4
11072,Super built-up  Area,1,Kaggalipura,950.0,2.0,1.0,45.0,2
11073,Super built-up  Area,1,HBR Layout,1068.0,2.0,1.0,43.0,2
11074,Built-up  Area,1,Yelahanka New Town,860.0,1.0,2.0,31.0,2
11075,Built-up  Area,1,Kengeri,3000.0,5.0,2.0,130.0,8
11076,Super built-up  Area,1,Yelahanka,1756.0,3.0,2.0,66.73,3
11077,Super built-up  Area,1,Whitefield,1205.0,2.0,1.0,41.0,2
11079,Super built-up  Area,1,Banashankari,1800.0,3.0,2.0,125.0,3
11081,Built-up  Area,1,Hormavu,1604.0,3.0,0.0,68.0,3
11082,Super built-up  Area,0,Old Airport Road,2732.0,4.0,3.0,204.0,4
11083,Super built-up  Area,0,Chandapura,1015.0,2.0,2.0,25.88,2
11084,Super built-up  Area,1,Banashankari,1200.0,2.0,2.0,42.0,3
11085,Super built-up  Area,1,Ananth Nagar,1010.0,2.0,2.0,38.0,2
11087,Super built-up  Area,1,Doddakallasandra,1010.0,2.0,1.0,41.0,2
11088,Super built-up  Area,1,Yelahanka,1050.0,2.0,2.0,33.1,2
11089,Super built-up  Area,1,Harlur,1710.0,3.0,2.0,85.0,3
11090,Super built-up  Area,0,Mysore Road,1248.52,3.0,2.0,115.0,3
11091,Built-up  Area,1,Attibele,410.0,1.0,1.0,10.0,1
11092,Super built-up  Area,0,Bannerghatta Road,1656.0,2.0,1.0,62.93,3
11093,Super built-up  Area,1,other,1451.0,3.0,1.0,68.0,3
11095,Super built-up  Area,1,JP Nagar,1250.0,2.0,2.0,93.0,2
11098,Built-up  Area,1,Sonnenahalli,1340.0,2.0,3.0,42.0,3
11099,Super built-up  Area,1,other,1100.0,2.0,2.0,38.5,2
11101,Super built-up  Area,1,Devarachikkanahalli,1700.0,3.0,1.0,71.0,3
11103,Super built-up  Area,1,KR Puram,1096.0,2.0,1.0,43.0,2
11104,Super built-up  Area,0,Electronic City Phase II,1160.0,2.0,1.0,33.5,2
11105,Built-up  Area,1,other,1936.0,3.0,2.0,139.0,3
11106,Super built-up  Area,1,Nehru Nagar,1269.0,2.0,2.0,63.0,3
11108,Super built-up  Area,0,Panathur,1586.0,3.0,1.0,125.0,3
11109,Super built-up  Area,0,Rajaji Nagar,1376.0,2.0,1.0,124.0,2
11110,Super built-up  Area,1,Kanakpura Road,1452.0,3.0,3.0,56.5,3
11111,Super built-up  Area,0,Hosa Road,1538.0,3.0,1.0,107.0,3
11112,Super built-up  Area,0,Hosur Road,1427.0,2.0,1.0,130.0,3
11113,Built-up  Area,1,other,935.0,2.0,0.0,40.0,2
11114,Built-up  Area,1,other,1220.0,2.0,3.0,65.0,2
11115,Super built-up  Area,1,Harlur,1197.0,2.0,1.0,77.0,2
11116,Super built-up  Area,0,Varthur,674.0,1.0,1.0,19.9,2
11117,Built-up  Area,1,Kengeri,410.0,1.0,1.0,15.0,1
11118,Built-up  Area,0,Thanisandra,1573.0,3.0,1.0,90.0,3
11119,Super built-up  Area,1,Dodda Nekkundi,1135.0,2.0,2.0,58.0,2
11120,Built-up  Area,0,other,1400.0,2.0,1.0,40.43,3
11121,Super built-up  Area,1,other,1200.0,1.0,0.0,65.0,1
11122,Plot  Area,1,other,1800.0,3.0,0.0,95.0,3
11123,Built-up  Area,1,other,2045.0,3.0,2.0,108.0,3
11124,Super built-up  Area,1,Sonnenahalli,1268.0,2.0,1.0,56.0,2
11125,Super built-up  Area,1,Kambipura,883.0,2.0,1.0,39.0,2
11126,Super built-up  Area,1,Yelahanka,1600.0,3.0,3.0,100.0,3
11127,Super built-up  Area,1,Thanisandra,1056.0,2.0,2.0,70.0,2
11129,Plot  Area,1,Whitefield,4500.0,4.0,2.0,330.0,4
11130,Super built-up  Area,1,KR Puram,1204.0,2.0,2.0,58.0,2
11131,Super built-up  Area,1,other,1410.0,2.0,1.0,54.0,3
11132,Built-up  Area,1,Hennur Road,1460.0,2.0,1.0,80.3,2
11133,Super built-up  Area,1,Dodda Nekkundi,1100.0,2.0,1.0,41.18,2
11134,Super built-up  Area,1,other,1310.0,2.0,1.0,88.0,2
11135,Super built-up  Area,1,Sector 2 HSR Layout,1600.0,3.0,2.0,90.0,3
11136,Super built-up  Area,1,other,1250.0,2.0,2.0,55.0,2
11137,Super built-up  Area,1,Sarjapur  Road,1665.0,3.0,2.0,74.93,3
11138,Super built-up  Area,1,Uttarahalli,1345.0,2.0,1.0,57.0,3
11140,Super built-up  Area,1,Singasandra,1416.0,2.0,2.0,67.0,2
11141,Super built-up  Area,1,HSR Layout,1145.0,2.0,2.0,46.0,2
11142,Built-up  Area,1,Munnekollal,7200.0,10.0,3.0,200.0,10
11143,Built-up  Area,1,Jigani,1231.0,3.0,2.0,58.0,3
11144,Super built-up  Area,1,Yelahanka,1664.0,3.0,0.0,73.95,3
11145,Built-up  Area,1,TC Palaya,2000.0,3.0,1.0,76.0,3
11146,Built-up  Area,1,Rajiv Nagar,972.0,2.0,2.0,43.0,2
11147,Built-up  Area,1,other,4500.0,4.0,3.0,345.0,4
11148,Super built-up  Area,1,Bellandur,1185.0,2.0,1.0,47.39,2
11149,Built-up  Area,1,Green Glen Layout,1750.0,3.0,2.0,81.0,3
11150,Built-up  Area,1,other,3155.0,4.0,2.0,316.0,3
11151,Super built-up  Area,0,Balagere,1007.0,2.0,1.0,68.0,2
11153,Super built-up  Area,1,Whitefield,1250.0,2.0,2.0,85.0,2
11154,Super built-up  Area,1,other,1200.0,2.0,1.0,54.0,2
11155,Super built-up  Area,0,Horamavu Agara,994.0,2.0,1.0,42.28,2
11156,Super built-up  Area,0,Ramamurthy Nagar,1150.0,2.0,2.0,40.0,2
11157,Super built-up  Area,1,Thanisandra,1220.0,2.0,2.0,46.0,2
11158,Super built-up  Area,1,other,1441.0,2.0,1.0,115.0,2
11159,Super built-up  Area,0,Old Madras Road,1157.0,2.0,2.0,47.32,2
11161,Super built-up  Area,1,Thigalarapalya,1400.0,2.0,2.0,105.0,2
11162,Built-up  Area,1,Tindlu,1370.07,3.0,1.0,65.0,3
11164,Super built-up  Area,0,Judicial Layout,900.0,2.0,1.0,40.0,2
11165,Super built-up  Area,1,other,418.0,1.0,1.0,17.0,1
11166,Plot  Area,1,other,1200.0,3.0,1.0,80.0,3
11167,Built-up  Area,1,ISRO Layout,1200.0,2.0,3.0,43.0,2
11168,Super built-up  Area,1,Talaghattapura,1062.0,2.0,1.0,42.48,2
11169,Super built-up  Area,1,Kanakpura Road,1120.0,2.0,1.0,51.0,2
11170,Super built-up  Area,1,Bannerghatta Road,1012.0,2.0,1.0,44.0,2
11173,Super built-up  Area,1,other,675.0,2.0,2.0,13.5,2
11174,Super built-up  Area,1,Kanakpura Road,1430.0,2.0,2.0,78.0,2
11175,Super built-up  Area,1,Channasandra,1195.0,2.0,1.0,56.0,3
11176,Super built-up  Area,1,Old Madras Road,2640.0,5.0,1.0,150.0,3
11177,Super built-up  Area,1,Bisuvanahalli,1075.0,2.0,1.0,42.0,3
11178,Super built-up  Area,0,Hennur Road,1570.0,3.0,0.0,75.99,3
11180,Built-up  Area,0,Sonnenahalli,1011.0,2.0,1.0,59.0,2
11181,Super built-up  Area,1,7th Phase JP Nagar,1450.0,2.0,1.0,102.0,3
11182,Super built-up  Area,1,Sarjapur  Road,1129.0,2.0,1.0,69.0,2
11183,Super built-up  Area,1,Sarjapura - Attibele Road,1126.0,2.0,1.0,36.0,2
11184,Plot  Area,0,Attibele,1200.0,3.0,2.0,110.0,3
11185,Super built-up  Area,1,Sarjapur  Road,1180.0,2.0,2.0,45.0,3
11188,Super built-up  Area,1,Hennur Road,1933.0,3.0,2.0,140.0,3
11189,Built-up  Area,1,TC Palaya,1082.0,2.0,2.0,64.0,2
11190,Plot  Area,1,LB Shastri Nagar,2400.0,8.0,1.0,250.0,8
11191,Super built-up  Area,0,other,610.0,1.0,0.0,28.0,1
11192,Plot  Area,1,Raja Rajeshwari Nagar,1560.0,4.0,1.0,160.0,4
11193,Super built-up  Area,1,Kathriguppe,1300.0,3.0,3.0,77.99,3
11194,Built-up  Area,1,Kudlu Gate,3850.0,6.0,0.0,205.0,4
11195,Built-up  Area,1,CV Raman Nagar,1125.0,2.0,1.0,46.0,2
11196,Plot  Area,1,other,2400.0,7.0,2.0,107.0,6
11197,Super built-up  Area,1,Kengeri Satellite Town,777.4,2.0,0.0,25.0,2
11198,Super built-up  Area,1,Battarahalli,2500.0,3.0,1.0,65.0,4
11199,Super built-up  Area,1,Old Airport Road,1798.0,3.0,2.0,150.0,3
11200,Built-up  Area,1,other,1864.0,3.0,2.0,120.0,3
11201,Super built-up  Area,1,Whitefield,1115.0,2.0,1.0,51.91,2
11202,Super built-up  Area,1,Kengeri,400.0,1.0,1.0,25.0,1
11203,Super built-up  Area,1,Rajaji Nagar,1200.0,2.0,1.0,70.0,2
11204,Super built-up  Area,0,Ananth Nagar,992.0,2.0,2.0,24.8,2
11205,Built-up  Area,1,other,950.0,2.0,3.0,57.0,2
11207,Super built-up  Area,1,Bellandur,1200.0,2.0,1.0,62.0,2
11208,Built-up  Area,1,GM Palaya,1735.0,3.0,2.0,70.0,3
11209,Built-up  Area,1,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3
11210,Super built-up  Area,1,HSR Layout,1009.0,2.0,2.0,56.0,2
11211,Super built-up  Area,1,Jalahalli,1470.0,2.0,3.0,102.0,3
11212,Super built-up  Area,1,Bannerghatta Road,1527.0,3.0,2.0,115.0,3
11213,Built-up  Area,1,other,985.0,2.0,1.0,45.0,2
11214,Built-up  Area,1,Chandapura,3300.0,4.0,2.0,135.0,4
11215,Super built-up  Area,0,Whitefield,1277.0,2.0,1.0,77.0,2
11216,Super built-up  Area,0,other,1100.0,2.0,1.0,62.0,2
11217,Super built-up  Area,1,Whitefield,1820.0,3.0,2.0,140.0,3
11218,Super built-up  Area,1,other,1530.0,3.0,3.0,87.0,4
11221,Super built-up  Area,1,Jakkur,1880.0,4.0,2.0,110.0,3
11222,Super built-up  Area,1,Hennur,1255.0,2.0,2.0,52.35,2
11223,Super built-up  Area,0,Kanakpura Road,700.0,2.0,1.0,36.0,2
11224,Super built-up  Area,1,Somasundara Palya,1140.0,2.0,2.0,46.0,2
11225,Built-up  Area,0,Electronic City Phase II,1025.0,2.0,1.0,29.6,2
11226,Built-up  Area,1,Whitefield,3453.0,4.0,2.0,247.0,4
11227,Super built-up  Area,1,Uttarahalli,1490.0,2.0,2.0,59.6,3
11229,Super built-up  Area,1,Sarjapur  Road,1850.0,3.0,2.0,140.0,3
11230,Super built-up  Area,1,Kaikondrahalli,1250.0,2.0,1.0,78.0,2
11231,Super built-up  Area,1,other,2400.0,3.0,1.0,108.0,4
11233,Super built-up  Area,0,Jalahalli,1244.0,2.0,2.0,88.0,2
11235,Super built-up  Area,0,Kengeri Satellite Town,1025.0,2.0,1.0,28.57,2
11236,Super built-up  Area,1,Sarjapur  Road,1034.0,2.0,1.0,38.0,2
11237,Super built-up  Area,0,Kengeri Satellite Town,1191.0,2.0,2.0,33.34,3
11238,Super built-up  Area,1,Kasavanhalli,1719.0,3.0,2.0,71.0,3
11239,Super built-up  Area,1,7th Phase JP Nagar,1035.0,2.0,1.0,39.33,2
11241,Super built-up  Area,0,Hosa Road,1470.0,2.0,2.0,84.22,3
11242,Super built-up  Area,1,Yelahanka,1140.0,2.0,1.0,50.66,2
11243,Super built-up  Area,1,Harlur,1752.12,3.0,2.0,125.0,3
11246,Super built-up  Area,1,Old Madras Road,2990.0,3.0,2.0,170.0,3
11247,Super built-up  Area,1,Bannerghatta Road,1660.0,3.0,2.0,85.0,3
11248,Super built-up  Area,1,Electronic City,1275.0,3.0,3.0,63.43,3
11249,Super built-up  Area,0,Bommasandra Industrial Area,1365.0,3.0,1.0,52.81,3
11250,Plot  Area,1,other,1200.0,2.0,0.0,90.0,3
11251,Super built-up  Area,1,Kanakpura Road,2546.0,3.0,2.0,170.0,3
11252,Super built-up  Area,0,Banashankari Stage VI,1392.0,3.0,1.0,69.46,3
11253,Super built-up  Area,0,Whitefield,1245.0,2.0,1.0,59.76,2
11255,Super built-up  Area,1,Yeshwanthpur,1162.0,2.0,2.0,64.08,2
11256,Super built-up  Area,1,Singasandra,1476.0,2.0,1.0,73.0,3
11257,Built-up  Area,1,KR Puram,700.0,1.0,1.0,21.5,1
11258,Built-up  Area,1,other,3600.0,6.0,1.0,170.0,6
11259,Built-up  Area,1,Jigani,943.0,2.0,2.0,48.0,2
11261,Super built-up  Area,1,Sarjapur  Road,1113.0,2.0,1.0,44.5,2
11262,Super built-up  Area,0,Varthur,1615.0,3.0,2.0,69.43,3
11263,Super built-up  Area,1,other,1279.0,2.0,3.0,100.0,2
11264,Super built-up  Area,1,other,1256.0,2.0,1.0,60.0,2
11266,Built-up  Area,1,Sompura,1350.0,3.0,1.0,65.0,3
11267,Super built-up  Area,0,other,1525.0,3.0,2.0,68.63,3
11268,Super built-up  Area,0,Rajaji Nagar,1357.0,2.0,1.0,123.0,2
11269,Super built-up  Area,0,Hebbal,1645.0,3.0,2.0,117.0,3
11270,Super built-up  Area,1,Ardendale,1777.26,3.0,2.0,92.0,3
11271,Super built-up  Area,1,Bisuvanahalli,845.0,2.0,2.0,32.0,2
11272,Built-up  Area,1,other,900.0,2.0,0.0,25.0,2
11273,Super built-up  Area,0,Varthur,1210.0,2.0,1.0,64.15,2
11274,Super built-up  Area,0,Electronic City Phase II,829.0,2.0,1.0,22.8,2
11275,Super built-up  Area,1,Sarjapur  Road,1879.0,3.0,2.0,155.0,3
11276,Super built-up  Area,0,Hosur Road,1250.0,2.0,2.0,50.0,3
11277,Built-up  Area,1,other,1200.0,2.0,2.0,35.0,4
11278,Super built-up  Area,0,Marathahalli,1108.0,2.0,1.0,60.0,3
11279,Super built-up  Area,0,Kanakpura Road,1401.0,3.0,2.0,69.0,3
11280,Super built-up  Area,0,Sarjapur  Road,1157.0,2.0,1.0,75.0,3
11281,Built-up  Area,1,other,1185.0,2.0,1.0,42.66,2
11282,Super built-up  Area,1,Green Glen Layout,1751.0,3.0,2.0,115.0,3
11284,Super built-up  Area,1,Bannerghatta Road,1880.0,3.0,2.0,96.5,3
11285,Super built-up  Area,0,Whitefield,1322.5,3.0,0.0,40.985,3
11286,Super built-up  Area,1,Channasandra,1175.0,2.0,2.0,38.0,2
11287,Built-up  Area,1,Jalahalli,1407.0,2.0,1.0,98.49,2
11288,Super built-up  Area,1,Yelachenahalli,1000.0,2.0,2.0,50.0,2
11289,Super built-up  Area,1,Electronic City,1518.0,3.0,3.0,75.0,3
11290,Plot  Area,1,other,3600.0,4.0,2.0,300.0,4
11291,Super built-up  Area,0,Tumkur Road,1027.0,2.0,1.0,67.0,2
11293,Built-up  Area,1,HSR Layout,1145.0,2.0,2.0,46.0,2
11294,Super built-up  Area,0,Rajaji Nagar,1260.0,2.0,2.0,113.0,2
11295,Super built-up  Area,1,Begur Road,1500.0,2.0,3.0,47.25,3
11296,Super built-up  Area,1,Varthur,1737.0,2.0,1.0,57.32,3
11297,Super built-up  Area,0,Hennur,3517.0,2.0,2.0,161.5,4
11298,Plot  Area,1,other,1600.0,4.0,1.0,120.0,3
11299,Built-up  Area,1,Hegde Nagar,1500.0,3.0,2.0,135.0,3
11300,Plot  Area,1,other,1120.0,2.0,0.0,60.0,2
11302,Super built-up  Area,0,Hennur Road,1030.0,2.0,1.0,46.5,2
11303,Built-up  Area,1,Gubbalala,2500.0,6.0,1.0,88.0,6
11304,Super built-up  Area,1,Kammasandra,1057.0,2.0,1.0,35.0,2
11305,Super built-up  Area,0,Old Airport Road,2774.0,4.0,3.0,208.0,4
11306,Super built-up  Area,1,Thanisandra,1460.0,2.0,2.0,38.5,2
11307,Super built-up  Area,1,Hormavu,1075.0,2.0,1.0,53.7,2
11308,Super built-up  Area,1,Mysore Road,1080.0,2.0,1.0,60.0,3
11310,Super built-up  Area,1,other,5100.0,7.0,2.0,225.0,6
11311,Super built-up  Area,1,Singasandra,1139.7,2.0,1.0,45.0,2
11312,Super built-up  Area,0,Whitefield,1074.0,2.0,1.0,42.8,2
11313,Plot  Area,0,Whitefield,1200.0,2.0,1.0,46.13,2
11314,Super built-up  Area,1,Sarjapur  Road,2425.0,5.0,1.0,175.0,4
11315,Super built-up  Area,1,Sarjapur  Road,1323.0,2.0,2.0,74.0,2
11316,Super built-up  Area,0,Hennur Road,1232.0,2.0,1.0,69.61,2
11317,Super built-up  Area,1,Kalena Agrahara,900.0,2.0,1.0,40.0,2
11318,Super built-up  Area,1,Sarjapura - Attibele Road,740.0,1.0,1.0,23.65,1
11319,Super built-up  Area,0,Hebbal,1920.0,3.0,2.0,134.0,3
11321,Super built-up  Area,1,Bannerghatta Road,1550.0,3.0,2.0,96.0,3
11322,Super built-up  Area,1,Gunjur,1588.0,2.0,3.0,90.0,3
11323,Built-up  Area,1,Rajaji Nagar,2300.0,4.0,1.0,240.0,3
11324,Built-up  Area,1,R.T. Nagar,3600.0,8.0,2.0,165.0,9
11325,Built-up  Area,1,other,1308.0,2.0,1.0,86.0,2
11326,Super built-up  Area,1,Hennur,1340.0,2.0,2.0,54.27,3
11329,Super built-up  Area,1,Thanisandra,1719.0,3.0,2.0,135.0,3
11330,Super built-up  Area,1,Horamavu Agara,1107.83,2.0,1.0,41.51,2
11331,Plot  Area,0,Whitefield,1200.0,2.0,1.0,45.84,2
11332,Built-up  Area,0,Electronic City,1090.0,2.0,1.0,31.48,1
11334,Super built-up  Area,0,Jakkur,1660.0,3.0,2.0,104.0,3
